File	KPF	Left Context	Hit	Right Context
Unlock Medical Terminology for Mass.txt	17	content for you guys that's all about passing the 	massage 	and bodywork licensing exam, otherwise known as the MBLEx. 
Unlock Medical Terminology for Mass.txt	17	a little chart that has the seven categories of the 	massage 	and bodywork licensing exam laid out. And then it 
Unlock Medical Terminology for Mass.txt	17	healthcare terminology.  Essentially, when it comes to success on the 	massage 	and bodywork licensing exam, they might be throwing some 
Unlock Medical Terminology for Mass.txt	17	terminology? That's what they want. That's what the 	massage 	and bodywork licensing exam wants to know.  So let'
The FULL GUIDE to ALL MASSAGE STYLE.txt	12	massage therapist. And some people are only certified in Thai 	massage 	and not able to practice massage in New York 
The FULL GUIDE to ALL MASSAGE STYLE.txt	12	some crossover, but some people are trained just in time 	massage 	and not in Swedish massage, traditional massage. Uh, you 
The FULL GUIDE to ALL MASSAGE STYLE.txt	12	re somebody who's expecting to get a deep tissue 	massage 	and you come in and get something like that, 
The FULL GUIDE to ALL MASSAGE STYLE.txt	12	a place and you sign up for a deep tissue 	massage 	and you talk to your therapist and you tell 
The FULL GUIDE to ALL MASSAGE STYLE.txt	11	s start with the the most common super classic Swedish 	massage. 	And then there's also deep Swedish. So, let'
PROS & CONS of a Massage Therapy Ca.txt	8	out of the the gate you know most brand new 	massage 	therapists are maybe going to see 40 to 60% of their 
The FULL GUIDE to ALL MASSAGE STYLE.txt	8	And that is also going to be true of most 	massage 	therapists is nobody's going to be stuck in 
Massage Basics Anatomy Overview Pt.txt	8	s kind of beyond our need-to-know information so 	massage 	therapists pertain themselves with the cellular level and above 
Massage Basics Anatomy Overview Pt.txt	8	very small matter and build its way up now for 	massage 	therapists we're only going to look at a 
The FULL GUIDE to ALL MASSAGE STYLE.txt	8	s what I was taught in school and what most 	massage 	therapists would consider sports massage to be. Now, the 
Unlock Medical Terminology for Mass.txt	8	Unlock Medical Terminology for 	Massage 	Therapists — Your MBLEx & SOAP Note Secret  https://www.youtube.
Benefits of a full-body lymphatic m.txt	8	do a highly highly requested video to do  lymphatic drainage 	massage 	for the entire body now this routine is going 
Top Massage Etiquette Tips What You.txt	8	can result in excess dead skin coming off during the 	massage. 	For the massage therapist, this dead skin sticks to 
The FULL GUIDE to ALL MASSAGE STYLE.txt	8	work. Related to that you've got  ### Thai Massage Thai 	massage 	which has become very popular. Thai massage is also 
The FULL GUIDE to ALL MASSAGE STYLE.txt	8	tissue massage. Let's go sideways from that into sports 	massage, 	which has very specific definitions in the realm of 
The FULL GUIDE to ALL MASSAGE STYLE.txt	7	translate that to is do you do deep m tissue 	massage 	for athletes? And the answer at Bodyworks is yeah, 
The FULL GUIDE to ALL MASSAGE STYLE.txt	7	massage is pretty much what it sounds like. It's 	massage 	for somebody who is pregnant. Uh, and there are 
Top Massage Etiquette Tips What You.txt	7	therapist's comfort and maintains the professional nature of the 	massage. 	For women on their period, receiving a massage can 
The FULL GUIDE to ALL MASSAGE STYLE.txt	7	we have this broad bucket term of  ### Medical Massage medical 	massage 	which can refer to all sorts of different things. 
The FULL GUIDE to ALL MASSAGE STYLE.txt	7	see on a lot of menus which is deep tissue 	massage 	which is a very broad bucket and can include 
The FULL GUIDE to ALL MASSAGE STYLE.txt	7	of the spa menu kind of things like hot stone 	massage, 	which to me is just super gimmicky. It feels 
Top Massage Etiquette Tips What You.txt	7	of the massage. For women on their period, receiving a 	massage 	can be beneficial. However, it's important to be 
Massage Therapy Dos and Don'ts.txt	7	ts  https://www.youtube.com/watch?v=eetDGFjEnAE   A good 	massage 	can be fabulous, but there are mistakes that can 
The FULL GUIDE to ALL MASSAGE STYLE.txt	6	really use a lot of pressure at all, lymphatic drainage 	massage 	can absolutely help them feel better without damaging the 
Top Massage Etiquette Tips What You.txt	6	risk spreading illness in a close contact environment, and a 	massage 	can worsen your symptoms by spreading the infection more 
The FULL GUIDE to ALL MASSAGE STYLE.txt	6	deep tissue massage. You also could have styles of sports 	massage 	that are underneath the umbrella of deep tissue massage. 
The FULL GUIDE to ALL MASSAGE STYLE.txt	6	we have different at ma at bodywork DW is prenatal 	massage. 	That is something that we want to make sure 
The FULL GUIDE to ALL MASSAGE STYLE.txt	6	massage. You have you could have styles of trigger point 	massage 	that really qualify as deep tissue. You could have 
The FULL GUIDE to ALL MASSAGE STYLE.txt	6	are the same thing and that is a style of 	massage 	that was uh developed by a woman named Janet 
Effleurage and Petrissage.txt	7	in this short video I'm going to demonstrate Foundation 	massage 	techniques to The Wider back region including uage and 
Effleurage and Petrissage.txt	7	so to summarize I've demonstrated uage and Petras Foundation 	massage 	techniques to The Wider back region if you'd 
Top Massage Etiquette Tips What You.txt	6	www.youtube.com/watch?v=3FwjrfHt3O8  When receiving a 	massage, 	it's essential to be mindful of proper etiquette 
The FULL GUIDE to ALL MASSAGE STYLE.txt	6	than somebody, let's say, who's just doing Swedish 	massage. 	It's not always the case. That's a 
The FULL GUIDE to ALL MASSAGE STYLE.txt	6	these menu styles on our menu at Bodyworks DW.  ### Sports 	Massage 	Okay, so there's that broad umbrella of deep 
Effleurage and Petrissage.txt	6	the client's skin would make it uncomfortable during the 	massage 	Okay so we've done our kneading technique I'
The FULL GUIDE to ALL MASSAGE STYLE.txt	5	cross over into what we think of as deep tissue 	massage 	in deep Swedish. Uh, but in general, it is 
The FULL GUIDE to ALL MASSAGE STYLE.txt	5	only certified in Thai massage and not able to practice 	massage 	in New York State because they only are trained 
The FULL GUIDE to ALL MASSAGE STYLE.txt	5	now. So, one myth is that you can't get 	massage 	in the first trimester of pregnancy. That's really 
The FULL GUIDE to ALL MASSAGE STYLE.txt	5	Thai Massage Thai massage which has become very popular. Thai 	massage 	is also done generally on the floor on a 
The FULL GUIDE to ALL MASSAGE STYLE.txt	5	of cover a lot of different things. And so medical 	massage 	is one of these large buckets. So it could 
The FULL GUIDE to ALL MASSAGE STYLE.txt	5	the list here.  ### Prenatal Massage Prenatal massage, right? And prenatal 	massage 	is pretty much what it sounds like. It's 
The FULL GUIDE to ALL MASSAGE STYLE.txt	5	out of it. So, the reason it's called Swedish 	massage, 	it was invented in Sweden in the late 1800s, 
Effleurage and Petrissage.txt	5	movement anywhere between four to six times to get the 	massage 	medium applied to the back and then from here 
Effleurage and Petrissage.txt	5	that back treatment I'm now going to apply the 	massage 	medium in this instance I'm using lotion but 
Effleurage and Petrissage.txt	5	key function of this uage technique is to apply that 	massage 	medium so we want to try and get the 
The FULL GUIDE to ALL MASSAGE STYLE.txt	5	filter?" So, I usually will interpret that as deep tissue 	massage. 	Okay.  ### Trigger Point Therapy So next style is trigger 
Effleurage and Petrissage.txt	5	Effleurage and Petrissage to the Back - Foundation 	Massage 	Techniques  https://www.youtube.com/watch?v=ycJEUQw79bs&
PROS & CONS of a Massage Therapy Ca.txt	5	feel like I'm going to give you a good 	massage 	uh I'm going to check in with my 
The FULL GUIDE to ALL MASSAGE STYLE.txt	5	is trigger point therapy which is also synonymous with neuromuscular 	massage. 	Uh those two terms are are the same thing 
The FULL GUIDE to ALL MASSAGE STYLE.txt	5	just in time massage and not in Swedish massage, traditional 	massage. 	Uh, you want to, especially here in New York 
Top Massage Etiquette Tips What You.txt	4	both the client and the therapist. One key aspect of 	massage 	etiquette is personal hygiene. Arriving clean for your appointment 
Top Massage Etiquette Tips What You.txt	4	Top 	Massage 	Etiquette Tips: What Your Therapist Wishes You Knew  https://
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	suffer in their performance. And so the goal of sports 	massage 	from our perspective is actually light work. It's 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	right? But the general way that I would distinguish medical 	massage 	from those other things is that you're looking 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	as deep tissue. You could have some styles of medical 	massage 	or myofascial release that all would be under the 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	you'll see even stranger stuff like you know moon 	massage 	or some names like that which really I are 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	go keep going down the list here.  ### Prenatal Massage Prenatal 	massage, 	right? And prenatal massage is pretty much what it 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	clients use that term is really synonymous with deep tissue 	massage. 	Right? When I hear somebody say, "Oh, do you 
PROS & CONS of a Massage Therapy Ca.txt	4	big rewarding part of why we probably all went to 	massage 	school and it's totally worth getting through all 
PROS & CONS of a Massage Therapy Ca.txt	4	obstacle that you're going to run into out of 	massage 	school that will knock you on your ass trust 
Massage Therapy Dos and Don'ts.txt	4	little. I have the "Massage Star XL" and our regular "	Massage 	Star." These are all available on Amazon. Our products 
Massage Therapy Dos and Don'ts.txt	4	m going to demonstrate that a little. I have the "	Massage 	Star XL" and our regular "Massage Star." These are 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	The FULL GUIDE to ALL 	MASSAGE 	STYLES! + Our Massage Therapy in NYC  https://www.youtube.
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	massage menu and feel totally overwhelmed by all those different 	massage 	styles? There's Swedish, deep tissue, sports, Thai, there'
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	let's say five years  ### Lymphatic Drainage Massage lymphatic drainage 	massage. 	The origins of it are ancient but it really 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	so that you can get an idea. So true sports 	massage, 	the way that we were taught in school, is 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	uh hot stone in some places, there's even moon 	massage. 	What do these all mean? Right? So, let's 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	but in general, if you see on a menu Swedish 	massage, 	what you're going to get is a full 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	better for a lot longer after that than a normal 	massage. 	With a 90minut session on my table, it will 
Top Massage Etiquette Tips What You.txt	4	for both you and the therapist. Coming in for a 	massage 	with flu-like symptoms is inconsiderate to your therapist 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	may have deep Swedish is one form of deep tissue 	massage. 	You also could have styles of sports massage that 
The FULL GUIDE to ALL MASSAGE STYLE.txt	4	sports massage that are underneath the umbrella of deep tissue 	massage. 	You have you could have styles of trigger point 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	focused on pain relief than somebody who's practicing Swedish 	massage. 	All right, that is somewhat related to and seems 
Massage Basics Anatomy Overview Pt.txt	3	where we avoid areas of the body or avoid doing 	massage 	at all or you could say something like contralateral 
Massage Basics Anatomy Overview Pt.txt	3		Massage 	Basics: Anatomy Overview Pt 1  https://www.youtube.com/watch?
Nervous System Reset Self foot re.txt	3	Nervous System Reset | Self foot reflexology 	massage | 	Deep relaxation | Stress & anxiety relief  https://www.youtube.com/
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	refer to uh myofascial release. It could refer to sports 	massage 	even in some contexts, right? But the general way 
Top Massage Etiquette Tips What You.txt	3	Being considerate of these aspects ensures a positive and respectful 	massage 	experience for both parties involved. Don't forget to 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	as a term is I would say we practice medical 	massage 	here at Bodyworks DW and I would make our 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	term effect than let's say just a rapid Swedish 	massage. 	However, it's a rapid Swedish massage might feel 
Benefits of a full-body lymphatic m.txt	3	Benefits of a full-body lymphatic 	massage  	https://www.youtube.com/watch?v=BFiv-zj8oog&
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	Okay, so there's that broad umbrella of deep tissue 	massage. 	Let's go sideways from that into sports massage, 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	you have plenty of practitioners who because they have a 	massage 	license in the state they're in and work 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	what you're going to get is a full body 	massage, 	light to medium pressure, a fair amount of oil, 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	in the last let's say five years  ### Lymphatic Drainage 	Massage 	lymphatic drainage massage. The origins of it are ancient 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	and I would make our definition of it as resultsbased 	massage 	meaning we practice mostly pain management and uh issuebased 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	So then we have this broad bucket term of  ### Medical 	Massage 	medical massage which can refer to all sorts of 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	watch?v=Gd6k8IqzuV0   Introduction Ever looked at a 	massage 	menu and feel totally overwhelmed by all those different 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	a rapid Swedish massage. However, it's a rapid Swedish 	massage 	might feel really nice when you're getting it 
Benefits of a full-body lymphatic m.txt	3	help with the lymphatic system is to do lymphatic drainage 	massage  	my name is kelly i am a physical therapist 
Massage Therapy Dos and Don'ts.txt	3	People end up bruising themselves more than anything with improper 	massage. 	Nerve damage is possible, but again, it’s very 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	it was what you think of when you think of 	massage 	on TV. a lot of fast strokes, some kind 
PROS & CONS of a Massage Therapy Ca.txt	3	to be limiting yourself to the same 60 or 90 minute spa 	massage 	over and over and over and over again and 
Unlock Medical Terminology for Mass.txt	3	common pathologies that you might come up against in your 	massage 	practice and how to use real world examples of 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	let's go keep going down the list here.  ### Prenatal 	Massage 	Prenatal massage, right? And prenatal massage is pretty much 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	in with normal health who's exercising normally, lymphatic drainage 	massage 	probably won't do much of anything different for 
Benefits of a full-body lymphatic m.txt	3	through your chest a well so starting from the Lymphatic 	massage 	routine for the arms and hands  middle kind of 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	at Bodyworks DW and just offer you 60 or 90 minutes.  ### Swedish 	Massage 	So, let's start with the the most common 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	have a floor mat will do shiatsu work on a 	massage 	table. And so you you can have a variety 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	more localized work. Related to that you've got  ### Thai 	Massage 	Thai massage which has become very popular. Thai massage 
Massage Therapy Dos and Don'ts.txt	3	encourage people to just hold on to these points and 	massage 	them gently. Oftentimes you can feel the stiffness. Someone 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	When I hear somebody say, "Oh, do you do sports 	massage 	there?" What I really hear and translate that to 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	we definitely filter when clients say, "Do you do sports 	massage 	through that filter?" So, I usually will interpret that 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	video on that. But the truth is you can get 	massage 	throughout the entire term of a pregnancy. There are 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	in school and what most massage therapists would consider sports 	massage 	to be. Now, the way the clients use that 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	are trained just in time massage and not in Swedish 	massage, 	traditional massage. Uh, you want to, especially here in 
PROS & CONS of a Massage Therapy Ca.txt	3	to talk about in this industry is that people get 	massage 	when they are not at work most people work 9 
Top Massage Etiquette Tips What You.txt	3	safe and healthy environment for everyone. Coming in for a 	massage 	while intoxicated is inappropriate and unsafe. It makes the 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	workout or walking around the block. Uh, and a normal 	massage 	will probably move your lymph through the system just 
