File	KPF	Left Context	Hit	Right Context
Benefits of a full-body lymphatic m.txt	280	more breath in and out  so after that we're 	going 	to go through and stimulate the lymph nodes throughout 
Benefits of a full-body lymphatic m.txt	273	chest so again mid line and over so i'm 	going 	to be a little gentle because the microphone's 
The FULL GUIDE to ALL MASSAGE STYLE.txt	273	somebody who works out really hard, but it's still 	going 	to be a broad general session and not like 
Unlock Medical Terminology for Mass.txt	273	in the description below. And for right now, it's 	going 	to be free. I don't know what I'
Unlock Medical Terminology for Mass.txt	273	resources. I don't know how long those things are 	going 	to be free, but for right now, they're 
PROS & CONS of a Massage Therapy Ca.txt	273	what that feels like because that's what it's 	going 	to be like when you're actually working a 
PROS & CONS of a Massage Therapy Ca.txt	273	never worked on anybody with those issues your instinct is 	going 	to be like oh I don't know how 
The FULL GUIDE to ALL MASSAGE STYLE.txt	273	list that as the thing that they do is probably 	going 	to be more likely to give you a a 
The FULL GUIDE to ALL MASSAGE STYLE.txt	273	in general, somebody who's practicing trigger point therapy is 	going 	to be more focused on pain relief than somebody 
Circadia University Body Treatment.txt	273	behind their knee, and pull it straight through.  I'm 	going 	to be using two body brushes during the dry 
The FULL GUIDE to ALL MASSAGE STYLE.txt	273	what you're really looking at is somebody who's 	going 	to be using more pressure, trying to get at 
PROS & CONS of a Massage Therapy Ca.txt	272	got way more experience than I do and that is 	going 	to be an extremely limiting context I'm not 
The FULL GUIDE to ALL MASSAGE STYLE.txt	272	on a daily basis for sure. And they're certainly 	going 	to be better than most therapists you're going 
PROS & CONS of a Massage Therapy Ca.txt	272	just knowing that your first 3 to 6 months minimum aren't 	going 	to be consistent and it takes maybe a few 
PROS & CONS of a Massage Therapy Ca.txt	272	about every single session that you do but you're 	going 	to be consistently working over and over and over 
PROS & CONS of a Massage Therapy Ca.txt	272	re going to be learning a lot quicker you're 	going 	to be covering a lot more ground and then 
Circadia University Body Treatment.txt	272	Hi everyone, welcome back to Circadia University. Today we’re 	going 	to be doing our fabulous body treatment. The first 
Benefits of a full-body lymphatic m.txt	272	drainage massage for the entire body now this routine is 	going 	to be done for someone who has a healthy  
PROS & CONS of a Massage Therapy Ca.txt	272	consistently working over and over and over and you're 	going 	to be far less likely to sit and judge 
Unlock Medical Terminology for Mass.txt	272	it apart and find the best answer. And we're 	going 	to be going over that in this webinar.  Why 
PROS & CONS of a Massage Therapy Ca.txt	272	you possibly can because it's going to it's 	going 	to be important but at the end of the 
The FULL GUIDE to ALL MASSAGE STYLE.txt	272	was trained with Swedish styles, but in general, they're 	going 	to be incorporating a lot of other styles to 
PROS & CONS of a Massage Therapy Ca.txt	272	actually didn't go that well that day you're 	going 	to be learning a lot quicker you're going 
PROS & CONS of a Massage Therapy Ca.txt	272	from that because you're not ready yet you're 	going 	to be limiting yourself to the same 60 or 90 minute 
Unlock Medical Terminology for Mass.txt	272	out of all of these—this is how it's 	going 	to be on the MBLEx. Some of these answers 
The FULL GUIDE to ALL MASSAGE STYLE.txt	272	map on the book from person to person, they're 	going 	to be slightly different, but the maps on the 
The FULL GUIDE to ALL MASSAGE STYLE.txt	272	to be true of most massage therapists is nobody's 	going 	to be stuck in just one box of I 
The FULL GUIDE to ALL MASSAGE STYLE.txt	272	accomplish those things in their work. And that is also 	going 	to be true of most massage therapists is nobody'
The FULL GUIDE to ALL MASSAGE STYLE.txt	272	of the 60 minutes and then not for a year is 	going 	to be way more impactful. You're actually going 
Benefits of a full-body lymphatic m.txt	277	major lymph nodes throughout the body okay so we're 	going 	to move on from Lymphatic drainage for the face 
Benefits of a full-body lymphatic m.txt	277	you have finished the head neck area next we're 	going 	to move on to the arms  okay so it 
Benefits of a full-body lymphatic m.txt	277	time there go ahead and do that but we're 	going 	to move on and so we've done this 
Benefits of a full-body lymphatic m.txt	277	there pause if you need to and then we're 	going 	to move on to the arm so for the 
Benefits of a full-body lymphatic m.txt	277	ve done with the whole upper body then we're 	going 	to move on to the legs so we're 
Benefits of a full-body lymphatic m.txt	277	just to stimulate those lymph nodes and then we're 	going 	to move on to the  other side so i'
Benefits of a full-body lymphatic m.txt	277	just for timing of the video and then we're 	going 	to move on to the knee working around the 
Benefits of a full-body lymphatic m.txt	277	sure we stimulate those lymph nodes and then we're 	going 	to move on to the lower leg so from 
Circadia University Body Treatment.txt	277	as well, clockwise and counterclockwise.  Abdominal Brushing Now we're 	going 	to move on to the next section of the 
Circadia University Body Treatment.txt	277	the next step.  Leg Brushing (Back) & Feet Now we're 	going 	to move on to the back of the legs 
Effleurage and Petrissage.txt	277	back down the back and then from here I'm 	going 	to move on to the kneeing Petr technique okay 
Effleurage and Petrissage.txt	277	so we've done our kneading technique I'm now 	going 	to move on from the kneading technique and I'
Effleurage and Petrissage.txt	277	are going to follow okay then from here I'm 	going 	to move on to ringing of the back okay 
Effleurage and Petrissage.txt	277	our eage technique in between and then lastly we're 	going 	to move on to Rolling okay so our rolling 
Effleurage and Petrissage.txt	264	applied to the back and then from here I'm 	going 	to move into the Thousand hands which is sometimes 
Benefits of a full-body lymphatic m.txt	264	then let your breath go well same thing i'm 	going 	to move my Step 1: Deep breathing to stimulate abdominal 
Benefits of a full-body lymphatic m.txt	264	hands into your abdomen so the same thing i'm 	going 	to move over a little bit big breath in 
Benefits of a full-body lymphatic m.txt	264	them again if we want but from there we're 	going 	to move the  lymphatic fluid through the vessels to 
Effleurage and Petrissage.txt	264	your client's shoulders are quite high up then just 	going 	to move those shoulders away from the ears slightly 
Benefits of a full-body lymphatic m.txt	264	so in each area of the leg then we're 	going 	to move to the foot and the toes so 
Benefits of a full-body lymphatic m.txt	267	going to do circles there  [Applause] and then we're 	going 	to do the same thing on the other side 
Benefits of a full-body lymphatic m.txt	267	wrist so our hand and fingers so i'm just 	going 	to do the back of the hand and then 
Benefits of a full-body lymphatic m.txt	267	them so now we're going on and we're 	going 	to do the other side same thing so we'
Benefits of a full-body lymphatic m.txt	267	we're going to start at the top we're 	going 	to do the shoulder working towards the armpit and 
Circadia University Body Treatment.txt	267	next section of the body: the abdominal area. You're 	going 	to do the exact same thing; you can brush 
Benefits of a full-body lymphatic m.txt	265	on either  side of the ear and then we're 	going 	to do circles there you can do eight to 
Benefits of a full-body lymphatic m.txt	265	so whole hand  right in the armpit and you're 	going 	to do circles there  [Applause] and then we're 
Benefits of a full-body lymphatic m.txt	265	crease is put our hand right there and we're 	going 	to do circles there are some lymph nodes there 
Benefits of a full-body lymphatic m.txt	264	for general health but today in this video i'm 	going 	to do a highly highly requested video to do  
Effleurage and Petrissage.txt	264	from the back of the neck and then I'm 	going 	to do a kneading technique a one-handed kneading 
Benefits of a full-body lymphatic m.txt	264	the neck nice and gentle  and then what we're 	going 	to do is work on the sides of the 
Benefits of a full-body lymphatic m.txt	264	can see a little bit better but what we're 	going 	to do is just do circles right behind the 
Benefits of a full-body lymphatic m.txt	264	going to move on to the legs so we're 	going 	to do this the lower legs sitting and laying 
Effleurage and Petrissage.txt	264	techniques that are going to come okay so I'm 	going 	to do this movement anywhere between four to six 
Benefits of a full-body lymphatic m.txt	263	show with the legs but for this video we're 	going 	to do it standing so after you've done 
Effleurage and Petrissage.txt	263	our hands in like a diamond position and we're 	going 	to do one side of the back then we 
Benefits of a full-body lymphatic m.txt	263	on the front of the arm and then we're 	going 	to do same thing on the inner arm and 
Massage Basics Anatomy Overview Pt.txt	263	contraindication so if something's indicated that means we're 	going 	to do that while a contraindication would means that'
Effleurage and Petrissage.txt	263	on to our next um Petr technique I'm just 	going 	to do two to three Strokes of eaj again 
Benefits of a full-body lymphatic m.txt	259	m going to use two hands and we're just 	going 	to work in the front of the leg down 
Benefits of a full-body lymphatic m.txt	259	up so front and the sides  and then we're 	going 	to work in the back and again you can 
Benefits of a full-body lymphatic m.txt	259	we'll just do 5 to 8 there and then we're 	going 	to work to the lower arm and so wrist 
Benefits of a full-body lymphatic m.txt	259	done about five or so in the front we're 	going 	to work to the sides  Final clearing breaths for 
Benefits of a full-body lymphatic m.txt	259	right  about where belly button line is i'm actually 	going 	to work upwards towards the lymph nodes on the 
Benefits of a full-body lymphatic m.txt	259	where  a lot of the lymph vessels run we're 	going 	to work upwards  again if someone has lymphedema or 
Benefits of a full-body lymphatic m.txt	258	to the hip again if you want to you're 	going 	to work around towards the front wrapping around the 
Benefits of a full-body lymphatic m.txt	258	ve done this whole trunk area and now we're 	going 	to work into the arm and so we don'
Benefits of a full-body lymphatic m.txt	258	then forehead and so starting at the middle i'm 	going 	to work my way out  towards right below the 
Benefits of a full-body lymphatic m.txt	258	to the front right in that crease area  i'm 	going 	to work on the sides and as you kind 
Benefits of a full-body lymphatic m.txt	258	probably know at this point what's happening we're 	going 	to work our way back up and so we'
Benefits of a full-body lymphatic m.txt	258	on all areas front back on each side i'm 	going 	to work them inside and after you've spent 
Benefits of a full-body lymphatic m.txt	258	then after you've done five date there we're 	going 	to work underneath the eye be nice and gentle  
Benefits of a full-body lymphatic m.txt	258	jaw and working  my way out  and then we're 	going 	to work up into the side the cheek  and 
Benefits of a full-body lymphatic m.txt	263	for that  down below so the first thing we're 	going 	to start with is the abdomen you have a 
Benefits of a full-body lymphatic m.txt	263	the lymph nodes throughout the body and so i'm 	going 	to start with the head neck lymph nodes so 
Benefits of a full-body lymphatic m.txt	263	drainage for the face and neck  there so we're 	going 	to start with the head and neck and face 
Benefits of a full-body lymphatic m.txt	263	a little bit in the back and so we're 	going 	to start with this area first to clear so 
Benefits of a full-body lymphatic m.txt	263	areas are directing towards the armpit and so i'm 	going 	to start with the trunk area with abdomen so 
Benefits of a full-body lymphatic m.txt	263	ll reverse it to work everything up so i'm 	going 	to start with up in the shoulder and we'
Benefits of a full-body lymphatic m.txt	263	we're  How to drain the lower abdomen and hips 	going 	to start with the trunk and the abdomen belly 
Benefits of a full-body lymphatic m.txt	263	and then the foot and the toes so i'm 	going 	to start with the thigh and the leg again 
Benefits of a full-body lymphatic m.txt	263	s easier to see and so same thing we're 	going 	to start  with that lower abdomen first and so 
Benefits of a full-body lymphatic m.txt	255	on to the arm so for the arm we're 	going 	to start at the top we're going to 
Circadia University Body Treatment.txt	255	any contact with their undergarments, just the sheet. We’re 	going 	to start the dry brushing on the back. It'
Benefits of a full-body lymphatic m.txt	254	reason and we start with the fingers it's just 	going 	to get clogged and backed up here and so 
PROS & CONS of a Massage Therapy Ca.txt	254	not as comfortable with because that's how you're 	going 	to get comfortable and that's how you're 
PROS & CONS of a Massage Therapy Ca.txt	254	going to get comfortable and that's how you're 	going 	to get experience if you cut yourself off from 
PROS & CONS of a Massage Therapy Ca.txt	254	about the industry it's not fixable it's not 	going 	to get fixed anytime soon and so it's 
Massage Basics Anatomy Overview Pt.txt	254	them together to create words themselves so we're not 	going 	to get into every single root word and suffix 
The FULL GUIDE to ALL MASSAGE STYLE.txt	254	you see on a menu Swedish massage, what you're 	going 	to get is a full body massage, light to 
The FULL GUIDE to ALL MASSAGE STYLE.txt	254	name. Uh and that generally can mean that you're 	going 	to get more focused work on certain areas, but 
PROS & CONS of a Massage Therapy Ca.txt	254	first few years and do the work when you're 	going 	to get the most bookings it's going to 
PROS & CONS of a Massage Therapy Ca.txt	254	hands are your body mechanics are not together you're 	going 	to get tired real fast you're going to 
The FULL GUIDE to ALL MASSAGE STYLE.txt	254	is going to be way more impactful. You're actually 	going 	to get way more out of that experience. you'
Massage Basics Anatomy Overview Pt.txt	256	into two parts the first part here today we're 	going 	to look at the definition of anatomy physiology we'
Massage Basics Anatomy Overview Pt.txt	256	to look at the definition of anatomy physiology we're 	going 	to look at some of the directional terms root 
Massage Basics Anatomy Overview Pt.txt	256	pressure such as hypertension so the next thing we're 	going 	to look at is a big reoccurring theme all 
Massage Basics Anatomy Overview Pt.txt	256	confuse you so at some other words that we're 	going 	to look at today that's going to help 
Massage Basics Anatomy Overview Pt.txt	256	its way up now for massage therapists we're only 	going 	to look at a certain section and above for 
Massage Basics Anatomy Overview Pt.txt	256	so the protein filament level in below we're not 	going 	to look at we're not microbiologists in any 
Unlock Medical Terminology for Mass.txt	251	going to put up that shows you what that's 	going 	to look like. And I'll have it set 
Benefits of a full-body lymphatic m.txt	250	to see on the video laying down but we're 	going 	to use gravity too and i'm going to 
Effleurage and Petrissage.txt	250	and as I come into the neck I'm just 	going 	to use one hand to keep the hair away 
Circadia University Body Treatment.txt	250	re going to go up towards the heart. I'm 	going 	to use straight motions. It's okay if you 
Circadia University Body Treatment.txt	250	next step is moving on to the legs. We're 	going 	to use the "diaper drape" method to make sure 
Massage Therapy Dos and Don'ts.txt	250	do to hurt themselves is overusing tools.  If you're 	going 	to use them—even foam rollers—people want to 
Benefits of a full-body lymphatic m.txt	250	we're going to use gravity too and i'm 	going 	to use two hands and we're just going 
Effleurage and Petrissage.txt	250	medium we've done that thousand hand technique I'm 	going 	to come back into a sweep of double-handed 
Effleurage and Petrissage.txt	250	fingers then the fingers move forward so I'm now 	going 	to come back down the back sometimes your clients 
PROS & CONS of a Massage Therapy Ca.txt	250	to 60% of their time actually booked up and they're 	going 	to have a few shifts from time to time 
PROS & CONS of a Massage Therapy Ca.txt	250	not a lot of time or experience and you are 	going 	to have a bunch of clients come into your 
Benefits of a full-body lymphatic m.txt	249	see but from that low back area it actually is 	going 	to come around towards the front and so you'
Effleurage and Petrissage.txt	249	ve got the hands in these positions one hand is 	going 	to come in before the other hand and we'
Effleurage and Petrissage.txt	249	muscles up ready for our um additional techniques that are 	going 	to come okay so I'm going to do 
Effleurage and Petrissage.txt	249	the other hand on the other side here we're 	going 	to have like a long lunge position with the 
The FULL GUIDE to ALL MASSAGE STYLE.txt	249	relief. Um it doesn't necessarily mean that you're 	going 	to have long-term relief, but it can start 
Benefits of a full-body lymphatic m.txt	249	had lymph nodes removed and if you have you're 	going 	to have to  alter this routine it's always 
Benefits of a full-body lymphatic m.txt	249	putting them on your  abdomen gently pressing inwards we're 	going 	to take a big belly breath feeling your belly 
Massage Basics Anatomy Overview Pt.txt	249	sIQmgHju2HU  What's up guys so today we're 	going 	to take a look at into the overview of 
PROS & CONS of a Massage Therapy Ca.txt	249	to work with all the different clients and it's 	going 	to take you a lot longer to get comfortable 
PROS & CONS of a Massage Therapy Ca.txt	249	you're going to get the most bookings it's 	going 	to take you forever to have a consistent steady 
Benefits of a full-body lymphatic m.txt	249	the side  five to eight times and then we're 	going 	to kind of work up to the side of 
Benefits of a full-body lymphatic m.txt	249	to start with up in the shoulder and we're 	going 	to kind of work up and around still going 
Massage Basics Anatomy Overview Pt.txt	249	just whichever end of the word its place that is 	going 	to kind of give you a better understanding of 
Effleurage and Petrissage.txt	248	can be included in that back treatment I'm now 	going 	to apply the massage medium in this instance I'
Effleurage and Petrissage.txt	248	wax as well whichever is your preference so I'm 	going 	to apply the medium onto my hand so my 
Effleurage and Petrissage.txt	247	moving up the back okay then from here I'm 	going 	to apply about a medium pressure as I'm 
PROS & CONS of a Massage Therapy Ca.txt	247	will tire out very quickly the third challenge you're 	going 	to face as a brand new massage therapist is 
PROS & CONS of a Massage Therapy Ca.txt	247	to know about some of the challenges that you're 	going 	to face because schools don't really prepare you 
PROS & CONS of a Massage Therapy Ca.txt	247	just know that if you know what challenges you're 	going 	to face you can make a plan for how 
Circadia University Body Treatment.txt	247	the heart on the outside and the inside. I’m 	going 	to just bend the client's foot a little 
Circadia University Body Treatment.txt	247	make sure that we keep the client modest. You're 	going 	to just gather the sheets in your hands, place 
Benefits of a full-body lymphatic m.txt	247	hip area as much as you want then we're 	going 	to just spend just a moment around the knee 
Unlock Medical Terminology for Mass.txt	247	to do with bone.) C. Decreased bone density. (We're 	going 	to put a pin in that one.) D. Excessive 
Effleurage and Petrissage.txt	247	so my hand is touching the back and I'm 	going 	to put about two to three possibly three and 
Unlock Medical Terminology for Mass.txt	247	guys can look at the little clip that I'm 	going 	to put up that shows you what that's 
Benefits of a full-body lymphatic m.txt	247	going to wrap around towards the front so i'm 	going 	to turn a little so you can see but 
Benefits of a full-body lymphatic m.txt	247	to move on to the  other side so i'm 	going 	to turn so it's easier to see and 
Circadia University Body Treatment.txt	247	elbows can hold more keratin build-up. You're also 	going 	to turn the arm so the palm is facing 
The FULL GUIDE to ALL MASSAGE STYLE.txt	247	the basic idea there is instead of thinking we're 	going 	to press into a knot on a muscle and 
The FULL GUIDE to ALL MASSAGE STYLE.txt	247	to melt and provide some relief locally, that we're 	going 	to press into a point and get the chi 
PROS & CONS of a Massage Therapy Ca.txt	247	work through the second Big Challenge obstacle that you're 	going 	to run into out of massage school that will 
The FULL GUIDE to ALL MASSAGE STYLE.txt	247	certainly going to be better than most therapists you're 	going 	to run into. Uh, and so that might help 
Massage Basics Anatomy Overview Pt.txt	247	go ahead and look at the first thing we're 	going 	to talk about and that's the definition of 
PROS & CONS of a Massage Therapy Ca.txt	247	watch?v=gC4nnUFA07Q   In this video we're 	going 	to talk about the pros and cons of becoming 
Effleurage and Petrissage.txt	246	of core elements training in this short video I'm 	going 	to demonstrate Foundation massage techniques to The Wider back 
Massage Therapy Dos and Don'ts.txt	246	with a coated tip for great self-care. I’m 	going 	to demonstrate that a little. I have the "Massage 
Massage Basics Anatomy Overview Pt.txt	246	what we call tissues so with that said we're 	going 	to end it here and pick it up in 
Unlock Medical Terminology for Mass.txt	246	to be free. I don't know what I'm 	going 	to end up doing with it eventually. That goes 
Benefits of a full-body lymphatic m.txt	246	working around those tendons back there and then we're 	going 	to finish back up towards the thigh going from 
Benefits of a full-body lymphatic m.txt	246	into the upper body in the lower body we're 	going 	to finish everything off with a few more deep 
Massage Basics Anatomy Overview Pt.txt	246	that we're going to look at today that's 	going 	to help us understand today's lecture as well 
The FULL GUIDE to ALL MASSAGE STYLE.txt	246	a broad health style. Uh what it's not necessarily 	going 	to help you with directly in such a focused 
The FULL GUIDE to ALL MASSAGE STYLE.txt	246	you could do for yourself at home. I'm not 	going 	to like the gun you on my table or 
PROS & CONS of a Massage Therapy Ca.txt	246	video please like And subscribe and we think you're 	going 	to like this video too
PROS & CONS of a Massage Therapy Ca.txt	246	if you're just working nights and weekends you're 	going 	to see three to four clients a shift as 
PROS & CONS of a Massage Therapy Ca.txt	246	gate you know most brand new massage therapists are maybe 	going 	to see 40 to 60% of their time actually booked up 
Benefits of a full-body lymphatic m.txt	246	spend as much time as you need i'm just 	going 	to speed it up a little bit for this 
Benefits of a full-body lymphatic m.txt	246	back up the arm doing the same thing i'm 	going 	to speed up a little bit through this direction 
Effleurage and Petrissage.txt	246	hand pointing downwards the other hand pointing upwards I'm 	going 	to squeeze first and then move one hand to 
Effleurage and Petrissage.txt	246	the technique on the other side okay so I'm 	going 	to squeeze my fingers and thumbs into the tissue 
PROS & CONS of a Massage Therapy Ca.txt	246	I might work on your issue better but I'm 	going 	to try and help you out and just be 
Effleurage and Petrissage.txt	246	the kneeing Petr technique okay so KNE ding we're 	going 	to try to we've got the hands in 
Benefits of a full-body lymphatic m.txt	245	it right here where the belly button is we're 	going 	to actually work downwards down towards the lymph nodes 
Nervous System Reset Self foot re.txt	245	you who might be new to reflexology, I'm just 	going 	to begin by quickly showing you three images that 
Effleurage and Petrissage.txt	245	so it lifts up in between my hands and then 	going 	to bring my thumbs to my fingers and then 
Circadia University Body Treatment.txt	245	support and make it more comfortable for them. I'm 	going 	to brush towards the heart again. Focus on any 
PROS & CONS of a Massage Therapy Ca.txt	245	you're going to get tired real fast you're 	going 	to burn out and so you really want to 
Massage Basics Anatomy Overview Pt.txt	245	we exchange sodium and potassium ions and forth that is 	going 	to change the polarity and electricity of those nerves 
PROS & CONS of a Massage Therapy Ca.txt	245	going to give you a good massage uh I'm 	going 	to check in with my co-workers and get 
Benefits of a full-body lymphatic m.txt	245	and then we do the upper arm first we're 	going 	to clear that pathway like we talked about doing 
Unlock Medical Terminology for Mass.txt	245	medical terminology for bodyworkers ebook.  And with that, I'm 	going 	to close out for today. And it's been 
The FULL GUIDE to ALL MASSAGE STYLE.txt	245	to get way more out of that experience. you're 	going 	to feel much better by the end of that 
Unlock Medical Terminology for Mass.txt	245	questions that's there. So, right under that, you're 	going 	to find the medical terminology for bodyworkers ebook.  And 
Effleurage and Petrissage.txt	245	and then once you finish that technique we're then 	going 	to flush with our eage technique in between and 
Effleurage and Petrissage.txt	245	that flushing movement in between those transverse techniques that are 	going 	to follow okay then from here I'm going 
PROS & CONS of a Massage Therapy Ca.txt	245	to this but I'm I feel like I'm 	going 	to give you a good massage uh I'm 
The FULL GUIDE to ALL MASSAGE STYLE.txt	245	tissue work to somebody right before a marathon, they're 	going 	to hurt and they're actually going to suffer 
PROS & CONS of a Massage Therapy Ca.txt	245	you finish school as you possibly can because it's 	going 	to it's going to be important but at 
Effleurage and Petrissage.txt	245	then move around onto the next section so you're 	going 	to lift the tissue as we come back thumbs 
Benefits of a full-body lymphatic m.txt	245	bit big breath in and out a third i'm 	going 	to lower my hands a little bit breath in 
PROS & CONS of a Massage Therapy Ca.txt	245	and over and over and over again and you're 	going 	to miss out on the 60 to 80% of clients who 
Effleurage and Petrissage.txt	245	to come in before the other hand and we're 	going 	to pinch and lift so kneading is a transverse 
Effleurage and Petrissage.txt	245	off the back of the vertebral column so we're 	going 	to place one hand on one side of the 
Circadia University Body Treatment.txt	245	first step in this treatment is dry brushing. This is 	going 	to really promote a lot of circulation within the 
Effleurage and Petrissage.txt	245	client is absorbing the medium quite quickly then you're 	going 	to reapply the medium before moving on to that 
Massage Basics Anatomy Overview Pt.txt	245	so for instance like your glandular system obviously it's 	going 	to send out hormones that's exocytosis we're 
Circadia University Body Treatment.txt	245	on the knee area.  Once we are done, I'm 	going 	to show you guys how to remove the diaper 
Benefits of a full-body lymphatic m.txt	245	right in the back of the knee so i'm 	going 	to sit up so you can see a little 
Benefits of a full-body lymphatic m.txt	245	ears on the side of the neck and we're 	going 	to stimulate those so taking the whole hand putting 
The FULL GUIDE to ALL MASSAGE STYLE.txt	245	marathon, they're going to hurt and they're actually 	going 	to suffer in their performance. And so the goal 
The FULL GUIDE to ALL MASSAGE STYLE.txt	245	sports or myofascial release. And in fact, what we're 	going 	to tell you is don't think about any 
The FULL GUIDE to ALL MASSAGE STYLE.txt	245	much of anything different for you than, let's say, 	going 	to the gym and having a workout or walking 
Benefits of a full-body lymphatic m.txt	245	armpit five to eight in each and then we're 	going 	to think of the arm in section so upper 
Unlock Medical Terminology for Mass.txt	245	B. Inflammation of the connective tissue surrounding muscle. (We're 	going 	to throw that aside because that doesn't have 
PROS & CONS of a Massage Therapy Ca.txt	245	because it's really the only way that you're 	going 	to two three years in be W be consistently 
Effleurage and Petrissage.txt	245	apply the medium onto the client's back I'm 	going 	to warm the medium up and that way I'
Benefits of a full-body lymphatic m.txt	245	even into the glute and the hip we're actually 	going 	to wrap around towards the front so i'm 
Benefits of a full-body lymphatic m.txt	245	head and neck and face area and i'm just 	going 	to zoom in a little bit so it's 
Benefits of a full-body lymphatic m.txt	9	that movement of fluid towards them so now we're 	going 	on and we're going to do the other 
The FULL GUIDE to ALL MASSAGE STYLE.txt	9	s also fine. But basically, you tell us what's 	going 	on and we design the session custom for you. 
Unlock Medical Terminology for Mass.txt	8	able to understand a little bit more about what's 	going 	on with the subject. And then there's a 
The FULL GUIDE to ALL MASSAGE STYLE.txt	8	think about any of that stuff. Tell us what's 	going 	on with you. We will look at you, evaluate 
The FULL GUIDE to ALL MASSAGE STYLE.txt	7	with like a full hip replacement and multiple other issues 	going 	on or some really rare genetic condition with like 
Benefits of a full-body lymphatic m.txt	8	you need to or use the hand but we're 	going 	back to the hand and then we're going 
Benefits of a full-body lymphatic m.txt	8	direction to actually get the fluid moving so we're 	going 	back to the back of the hand again you 
Benefits of a full-body lymphatic m.txt	6	we've cleared the whole arm and so we're 	going 	back in the other direction to actually get the 
Benefits of a full-body lymphatic m.txt	6	to go ahead and make sure we clear that so 	going 	back we're going to go from below the 
Unlock Medical Terminology for Mass.txt	6	in your charting.  Next we have circulatory and lymphatic systems 	going 	through all the root subject terms. Then we have 
